QKEY,INTERVIEW_START_W74,INTERVIEW_END_W74,DEVICE_TYPE_W74,LANG_W74,FORM_W74,TOPICINT_a_W74,TOPICINT_b_W74,TOPICINT_c_W74,TOPICINT_d_W74,TOPICINT_e_W74,INEQATTN_W74,RACECONV_W74,EDUCRACE_W74,MINBUS_W74,COMMDIV_W74,COVID_SCI6E_W74,NOCVACC_a_W74,NOCVACC_b_W74,NOCVACC_c_W74,NOCVACC_d_W74,VACCNCRN_a_W74,VACCNCRN_b_W74,VACCNCRN_c_W74,VACCNCRN_d_W74,VACCNFDT_W74,VACCDEV_W74,VACCHAPPEN_a_W74,VACCHAPPEN_b_W74,VACCHAPPEN_c_W74,RACESURV5_a_W74,RACESURV5_b_W74,RACESURV5_c_W74,RACESURV5_d_W74,RACESURV5_i_W74,RACESURV5_j_W74,RACESURV6_W74,RACESURV12_W74,RACESURV13_W74,RACATTN_W74,RACESURV28_a_W74,RACESURV28_b_W74,RACESURV28_c_W74,RACESURV28_d_W74,RACESURV28_f_W74,RACESURV28_g_W74,IMPPEOPLE_a_W74,IMPPEOPLE_b_W74,IMPPEOPLE_c_W74,IMPPEOPLE_d_W74,IMPPEOPLE_e_W74,IMPPEOPLE_f_W74,REDRACIALINEQ_a_W74,REDRACIALINEQ_b_W74,REDRACIALINEQ_c_W74,REDRACIALINEQ_d_W74,REDRACIALINEQ_e_W74,REDRACIALINEQ_f_W74,REDRACIALINEQOTH_M1,REDRACIALINEQOTH_M2,REDRACIALINEQOTH_M3,REDRACIALINEQOTH_REFUSED_W74,BLM_W74,RACECHNG_W74,IMPLIVES_W74,POLICYCHNG_W74,SNSUSE_W74,POSTRACE_W74,POSTMOTIVE_a_W74,POSTMOTIVE_b_W74,JOKE1_W74,CANCUL1_W74,CANCUL2_W74,SMPOLAD1_W74,SMPOLAD2_W74,AVOIDPT1_W74,AVOIDPT2_a_W74,AVOIDPT2_b_W74,AVOIDPT2_c_W74,AVOIDPT2_d_W74,AVOIDPT2_e_W74,PROB1a_W74,SMSUEOH_W74,OHCONS_a_W74,OHCONS_b_W74,OHCONS_c_W74,OHCONS_d_W74,OHCONS_e_W74,SMOH_W74,ON7_a_W74,ON7_b_W74,ON7_c_W74,ON7_d_W74,ON7_e_W74,ON7_h_W74,IDENTITY_a_W74,IDENTITY_c_W74,IDENTITY_d_W74,IDENTITY_e_W74,IDENTITY_f_W74,ON7REC_a_W74,ON7REC_b_W74,ON7REC_c_W74,ON7REC_d_W74,ON7REC_e_W74,ON7REC_h_W74,ON10_W74,ON12_a_W74,ON12_b_W74,ON12_e_W74,ON12_f_W74,ON12_g_W74,ON12_h_W74,YOU1_W74,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE2,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,RACATTN_W43,RACESURV5a_W43,RACESURV5b_W43,RACESURV5c_W43,RACESURV5d_W43,RACESURV5i_W43,RACESURV5j_W43,RACESURV6_W43,RACESURV12_W43,RACESURV13_W43,RACESURV28a_W43,RACESURV28b_W43,RACESURV28c_W43,RACESURV28d_W43,RACESURV28f_W43,RACESURV28g_W43,COVID_SCI6E_W67,WEIGHT_W43_W74,WEIGHT_W67_W74,WEIGHT_W74
692848,9/11/2020 16:10:49,9/11/2020 16:27:45,1,1,2,1,1,1,1,2,3,3,3,4,3,4,1,1,3,1, , , , ,2,2,2,2,4,5,5,5,5,5,5,1,1, ,1,3,3,3,3,3,3,3,3,4,4,3,3, , , , , , , , , ,0,4,3, ,2,1,3,3,2,2,1,4,3,4,4,1,3,3,1,1,2,1,1,1,1,3,1,4,1,2,1,2,1,2,1,1,2,2,2,1, ,1, ,1, ,1,1,2,2,2,1,2,1,1,1,2,3,1,3,2,2, ,1,1,1,1,1,1,2,2,2,3,1, ,1,1,9,1,1,1,1,1,5,5,5,5,2,5,1,1, ,3,3,3, ,3,3, ,.612128303013895, ,1.20700878858377
692964,9/12/2020 1:29:10,9/12/2020 1:56:31,1,1,2,2,2,1,2,3,3,3,3,3,3,3,1,1,3,1, , , , ,3,1,2,2,1,2,2,2,2,5,2,1,2,2,1,1,3,3,1,3,1,2,1,2,2,2,2,4,2,2,2,2,3,2,9, ,1,3,1, ,1,1,3,3,3,1,1,4,3,4,2, , , , , ,2,2,3,1,1,1,3,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,8,4,1,2,4,2, ,1,1,1,1,1,1,1,99,1,1,1, ,1,1,7,2,2,4,1,2,3,2,1,2, , ,1, , ,3,3,1,1,3,1,3,.673213090559169,1.73541231316287,1.96425214838013
692984,9/11/2020 1:27:14,9/12/2020 15:37:48,2,1,1,2,2,2,2,2,3,2,3,2,2,3,1,3,2,1, , , , ,2,1,2,3,1,5,3,3,3,2,3,2,2,2,1,1,3,3,1,3,3,2,2,2,2,3,2,3,2,2,2,3,2, , , ,99,3,2,1, ,2, , , ,1,1,3,3,3, , , , , , ,2,2,1,1,2,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,9,4,2,3,2,1,6,1,1,3,1,1,1,2,1,2,4,3,2,2,3,4,3,3, ,2,2,1,3,5,3, , ,2, , ,1,3,3,1,3,3,2,3.75312592334808,7.12899603796931,6.53965977038587
693522,9/10/2020 10:47:03,9/10/2020 11:10:44,1,1,2,1,1,1,1,3,1,2,2,2,3,4,1,3,1,1, , , , ,2,1,3,3,1,1,3,3,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2, , , ,99,1,1, ,1,1,2,1,3,1,1,3,2,3,3,2,2,3,2,3,1,2,2,2,1,1,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,4,4,1,1,5,2, ,1,2,2,1,1,1,1,1,1,1,2, ,2,3,9,1,3,2,1,2,1,3,3,2,2,3,2,2,2,1,3,3, ,1,3,2,.112553590440124,.222654740763077,.239934791345624
693525,9/9/2020 18:53:25,9/9/2020 19:03:26,1,1,2,1,1,1,1,2,3,3,2,2,2,1, , , , ,2,3,3,3,1,1,2,1,2,1,4,3,2,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1, , , ,99,1,2, ,1,1,3,1,3,1,1,2,3,3,3,3,3,2,3,3,1,1,1,2,1,1,1,3,1,1,2,2,1,2,2,2,1,2,2,1,2, , ,2, ,4,2,2,2,2,1,2,3,1,2,3,4,1,1,6,2, ,1,1,1,1,1,1,2,2,2,2,2, ,2,4,9,1,4,2,1, , , , , , , , , , , , , , , , ,1, ,.280904196994943,.296230917049237
693563,9/9/2020 22:55:54,9/9/2020 23:10:42,2,1,2,1,1,1,2,2,1,3,3,4,3,1, , , , ,3,3,3,3,2,1,3,2,1,2,2,3,2,5,5,1,3, ,1,3,3,3,1,3,3,2,1,4,4,3,1, , , , , , , , , ,0,4,2, ,2,2, , , ,2,2,3,1,4, , , , , , ,2,1,3,2,1,3,1,3,1,1,2,2,2,2,2,2,1,1,2,1,2, , , , ,5,2,2,2,2,1,2,2,1,4,8,2,1,1,6,2, ,1,1,1,1,1,1,3,1,4,2,3,1,1,1,9,1,2,1,2, , , , , , , , , , , , , , , , ,1, ,.418052181529111,.485296947623472
694220,9/9/2020 21:46:11,9/9/2020 21:55:32,2,1,1,2,1,2,1,3,1,2,2,4,1,2, , , , ,3,2,2,2,2,2,1,2,3,5,5,5,5,3,5,1,3, ,1,3,3,3,3,3,3,3,1,3,3,3,2, , , , , , , , , ,0,4,1,2, ,2, , , ,2,2,1,1,4, , , , , , ,1,2,3,2,2,3,2,4,1,1,2,2,1,2,2,2,1,2,1,1,2, , ,2, ,5,2,2,2,2,1,2,2,1,3,5,3,1,2,4,2, ,1,1,1,1,1,1,12, ,3,4,3,1,1,1,9,1,2,1,2,1,3,5,5,2,2,5,1,1, ,3,3,3, ,3,3,2,1.12375711293733,1.19860424696066,1.22670731108735
694418,9/10/2020 14:25:18,9/10/2020 14:41:39,2,1,2,1,1,1,1,2,1,1,1,2,1,4,1,3,3,1, , , , ,2,1,4,3,2,1,4,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1, , , ,99,3,2, ,1,2, , , ,2,1,4,3,4, , , , , , ,1,1,1,3,1,1,1,3,1,1,2,2,1,2,2,2,2,2,2,1,1, , ,1, ,3,1,2,2,2,2,1,1,1,3,5,3,2,2,4,2, ,1,2,2,1,1,3,1,1,1,4,2, ,2,3,1,1,3,5,1,2,1,3,2,5,5,3,2,2,2,1,1,1, ,1,1,1,.345091578334933,.782577511716132,.750071459670676
694528,9/12/2020 15:10:44,9/13/2020 1:02:51,2,1,2,1,1,3,2,3,1,4,2,2,4,1, , , , ,2,3,3,3,1,2,2,2,3,2,4,3,5,2,3,2,2,1,3,1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,2,1,1,4, , ,1,1,2, ,1,1,2,2,3,1,1,1,1,2,3,3,3,2,1,1,2,2,1,3,2,2,3,3,1,2,2,2,1,1,1,2,1,2,2,2, , , ,1,2,3,1,2,2,2,2,2,2,2,2,4,1,2,1,5,2, ,1,1,1,1,1,1,1,2,1,5,2, ,2,4,7,1,5,1,1,3,2,3,4,2,2,3,2,2,1,1,1,1, ,3,1,1,.441429411328304,.548163071810913,.563765456299351
694680,9/9/2020 18:01:46,9/9/2020 18:37:17,2,1,1,1,2,1,2,4,1,2,2,4,2,1, , , , ,1,3,2,3,2,1,4,3,1,1,4,3,2,1,3,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,3, , ,1,1,1,1, ,1,1,1,3,1,1,1,3,4,2, , , , , ,2,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,1,2,2,1,99,2, , ,1,2,2,1,2,2,2,1,1,1,4,9,1,2,1,6,2, ,1,1,1,1,1,2,11, ,4,5,2, ,2,4,4,1,4,1,2,2,1,4,3,3, , ,2, , ,1,1,1,1,1,1,1,.292924015102824,.34406872118647,.321982700723685
694740,9/10/2020 1:26:41,9/10/2020 1:37:27,2,1,2,2,2,2,2,2,3,4,4,2,3,1, , , , ,3,3,3,3,2,1,2,2,3,5,5,2,2,2,3,1,3, ,1,3,3,3,3,3,3,2,2,2,3,2,3, , , , , , , , , ,0,3,2, ,2,2, , , ,1,2,4,3,4, , , , , , ,2,2,2,2,2,2,3,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,4,3,2,2,3,2, ,1,1,1,1,1,1,1,1,1,2,1, ,1,1,5,1,2, ,1,3,5,2,2,2,2,5,1,3, ,3,3,3, ,3,3,2,.489722813145403,1.01340710719738,1.05206989604061
694769,9/10/2020 3:44:21,9/10/2020 3:59:01,2,1,1,1,1,2,1,3,1,1,2,2,2,1, , , , ,3,3,2,3,2,1,3,2,2,1,4,4,3,1,4,2,2,4,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2, , , ,99,1,1,1, ,1,1,1,4,1,1,2,3,4,2, , , , , ,2,2,1,2,1,2,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,9,3,2,1,5,2, ,1,3,5,1,1,1,9, ,3,6,2, ,2,4,8,1,5,1,1,2,1,4,4,3,1,4,2,2,3,1,1,1, ,1,3,1,.108668379359948,.216960350320031,.203645853509399
694952,9/9/2020 17:00:33,9/9/2020 17:20:24,2,1,2,1,1,2,1,3,2,2,2,3,1,2, , , , ,2,2,2,2,3,1,3,4,1,1,4,4,3,2,2,2,2,3,1,1,1,1,1,1,1,2,1,2,2,3,1,4,2,2,1,3,2,99, , ,1,2,1, ,1,1,4, , ,1,1,4,3,4,3,1,3,1,2,2,1,1,2,3,1,2,2,3,2,2,2,1,2,2,2,2,2,2,2, , , , , , ,3,2,2,2,1,2,1,1,1,3,5,3,1,1,6,1,2,4,5,3,1,2,1,1,1,1,5,2, ,2,3,9,1,3,1,1,2,1,3,3,3, , ,2, , ,1,1,1,1,1,1,1,.215209438519946,.358600990487228,.45304115849169
695017,9/9/2020 17:24:11,9/9/2020 17:42:12,2,1,2,2,1,1,1,3,3,2,3,4,2,4,1,2,3,1, , , , ,2,1,2,3,1,5,5,5,5,5,5,1,3, ,1,2,3,3,3,3,3,2,3,3,3,4,3, , , , , , , , , ,0,4,2, ,2,2, , , ,2,2,1,1,3, , , , , , ,2,2,3,2,3,4,2,4,1,2,2,2,2,2,2,2,1,2,2, , , , , , ,5,2,2,2,2,1,2,2,1,1,2,2,1,1,5,2, ,1,1,1,1,1,1,10, ,3,5,3,1,1,2,9,1,3,2,2,1,4,1,1,4,3,1,1,1, ,2,3,3, ,3,3,3,1.1957543753946,1.23348428199723,1.33460131226799
695046,9/9/2020 16:51:48,9/9/2020 19:19:39,1,1,2,2,3,2,2,2,1,3,2,3,3,2, , , , ,2,2,3,3,2,1,3,2,2,1,3,3,3,1,3,2,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,1,2,3,8, ,1,2,2, ,2,1,2,1,3,1,1,2,3,4,3,3,3,1,3,3,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2, , , , , , ,99,1,2,2,2,2,2,3,1,1,2,2,1,1,5,2, ,1,1,1,1,1,1,10, ,3,6,4,2,2,4,8,1,5,1,2,3,1,4,3,3, , ,2, , ,1,1,1,1,1,1,1,.887649914039838,.929968849610555,1.01300295344259
695229,9/12/2020 15:36:51,9/12/2020 17:02:14,2,1,1,1,1,2,1,3,1,3,3,2,2,2, , , , ,2,1,2,3,2,1,4,3,1,1,4,4,2,1,3,2,2,3,3,1,1,1,1,1,1,2,2,1,2,2,2,3,3,3,3,2,3,8,6, ,1,1,2,1, ,1,2,2,2,1,1,2,3,2,4,2,1,3,2,1,1,2,1,3,3,1,1,3,2,2,2,2,99,2, , , , , , , , , , , , , , , , , , , ,1,1,2,2,1,1,5,2, ,1,1,1,1,1,1,12, ,3,6,2, ,2,4,2,1,5,2,1, , , , , , , , , , , , , , , , ,2, ,.807888282998493,.692581504647938
695256,9/9/2020 16:26:40,9/9/2020 16:42:47,1,1,2,1,1,1,1,4,1,3,2,4,1,1, , , , ,3,3,3,2,2,1,2,2,2,1,3,5,2,1,5,2,2,1,2,3,1,1,1,3,3,1,1,2,1,1,1,4,2,2,2,2,1, , , ,99,1,1, ,1,1,2,2,2,1,1,2,3,4,4,2,3,3,1,1,1,2,1,2,1,2,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,2,1,1,5,2, ,4,4,4,1,6,1,6, ,4,6,2, ,2,3,9,1,3,1,1, , , , , , , , , , , , , , , , ,1, ,.303653287094839,.340875961809468
695314,9/10/2020 14:18:33,9/10/2020 14:34:20,1,1,2,2,2,2,2,4,3,2,2,2,2,2, , , , ,2,2,2,3,2,99,2,2,3,2,3,5,3,1,3,1,2,1,3,1,3,1,1,3,3,2,1,2,2,2,1,4,3,3,2,2,3, , , ,99,2,2, ,1,1,1,1,3,2,99,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,3,2,2,1,5,2, ,1,1,1,1,1,1,12, ,3,5,3,1,1,2,5,1,3,1,2, , , , , , , , , , , , , , , , ,1, ,.74976550554256,.725915504266203
695649,9/10/2020 0:53:48,9/10/2020 1:11:05,2,1,2,3,3,3,1,3,1,2,3,3,2,2, , , , ,3,3,3,3,2,1,2,3,2,2,3,3,5,2,3,1,3, ,3,1,3,3,1,3,3,1,1,2,2,2,2, , , , , , , , , ,0,2,2, ,1,1,2,1,3,2,1,4,1,3,4,2,1,1,2,2,2,2,1,2,2,3,2,99,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,3,2,2,1,5,2, ,1,1,1,1,1,1,2,2,2,4,3,1,1,2,99,1,3,2,2,1,5,5,3,5,2,5,1,3, ,3,1,3, ,3,3,1,1.32831516821304,1.39881829158118,1.46065747441589
695685,9/9/2020 16:29:52,9/9/2020 17:08:16,1,1,2,1,1,2,2,3,1,2,4,4,1,1, , , , ,3,3,3,3,2,1,2,2,2,1,3,1,1,1,1,1,3, ,1,2,3,3,3,3,3,3,4,3,4,4,3, , , , , , , , , ,0,4,2, ,2,2, , , ,1,2,2,1,1, , , , , , ,1,2,1,2,1,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,2,1,6,2, ,1,1,1,1,1,3,2,2,2,4,1, ,1,1,9,1,1,2,2, , , , , , , , , , , , , , , , ,1, ,.37807610700856,.405979169047159
695742,9/11/2020 15:26:53,9/11/2020 15:47:35,2,1,1,1,1,1,1,4,3,5,2,3,2,2, , , , ,3,2,3,3,2,1,2,2,3,2,5,5,5,5,5,2,3, ,3,3,3,3,1,3,3,1,2,3,2,3,1, , , , , , , , , ,0,2,1,1, ,1,2,1,4,1,1,4,2,3,3,1,3,3,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,7,3,1,1,6,2, ,4,1,1,1,6,3,6, ,4,5,3,2,2,3,9,1,3,1,2,1,1,3,2,5, , ,2, , ,1,3,1,1,1,1,1,.601803753361549,.395633303711711,.394209229654653
695859,9/10/2020 5:39:42,9/10/2020 6:30:12,2,1,1,2,1,2,2,1,1,3,3,3,3,2, , , , ,1,2,1,3,2,1,2,2,3,2,2,2,2,1,3,1,1, ,1,3,3,1,3,3,3,3,2,2,3,2,3, , , , , , , , , ,0,3,2,2, ,1,3,3,3,1,1,4,3,3,4,2,2,3,3,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,2,2,3,2, ,1,1,1,1,1,3,1,1,1,2,1, ,1,1,1,1,2,3,2, , , , , , , , , , , , , , , , ,2, ,1.33639096596826,1.67759398015333
695958,9/9/2020 18:18:42,9/9/2020 18:56:04,1,1,1,2,2,1,1,4,1,2,2,3,3,2, , , , ,3,3,2,3,1,1,3,2,2,2,3,3,3,1,3,1,3, ,1,1,1,1,1,1,1,1,2,2,3,3,3, , , , , , , , , ,0,2,2,1, ,1,4, , ,2,1,2,3,4,3,1,3,3,2,2,99,1,2,2,2,2,3,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,8,4,2,1,6,2, ,1,1,1,1,1,1,1,2,1,2,3,1,1,2,9,1,3,2,1, , , , , , , , , , , , , , , , ,2, ,.655005675162755,.648609355282055
696037,9/9/2020 18:22:37,9/9/2020 18:32:14,2,1,1,2,2,2,2,4,3,4,4,4,1,2, , , , ,2,2,2,3,3,1,4,4,2,5,5,1,1,3,1,1,1, ,1,2,3,1,1,3,1,4,4,4,4,4,4, , , , , , , , , ,0,4,2,2, ,1,3,2,2,2,2,3,3,4,2, , , , , ,2,2,2,3,2,2,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,6,4,1,1,5,2, ,1,1,1,1,1,6,2,2,2,1,1, ,1,1,4,1,2,2,1, , , , , , , , , , , , , , , , ,1, ,.217397917496846,.225848016257006
696056,9/9/2020 17:05:00,9/9/2020 17:18:24,2,1,2,1,1,1,1,3,1,2,2,3,2,3,1,3,2,1, , , , ,2,1,2,2,2,2,5,3,2,1,3,99,1, ,99,1,1,3,1,3,3,99,3,2,3,2,2, , , , , , , , , ,0,4,2, ,1,2, , , ,2,1,4,3,3, , , , , , ,3,2,4,2,3,3,99,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,3,2,2,3,1,2,1,1,3,1,1,2,2,2,2,3,1, ,1,2,6,1,3,1,2,3,1,1,3,2, , ,1, , ,1,99,3,1,3,1,1,.183854122956286,.358427639684205,.400506541196986
696310,9/9/2020 18:11:55,9/9/2020 18:26:45,1,1,2,1,1,2,1,3,1,4,2,4,2,1, , , , ,3,1,2,2,1,1,2,2,3,1,4,4,3,1,4,2,2,3,2,1,3,1,1,3,3,2,1,2,3,3,2,3,2,2,2,3,2, , , ,99,2,2, ,2,2, , , ,1,1,4,3,4, , , , , , ,2,1,1,1,2,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,4,4,1,1,6,2, ,1,1,1,1,1,1,12, ,3,6,2, ,2,4,5,1,4,1,2,2,1,3,2,1, , ,2, , ,1,1,1,1,1,3,1,.226086909617956,.260933827955688,.30782135653006
696334,9/10/2020 16:33:00,9/10/2020 16:46:16,1,1,1,2,2,1,1,3,3,4,2,4,2,2, , , , ,2,3,2,3,2,1,2,3,2,5,5,5,5,5,5,1,1, ,1,3,3,3,3,3,3,2,4,2,4,3,3, , , , , , , , , ,0,4,2,1, ,1,2,2,2,1,2,4,3,3,2, , , , , ,1,2,1,2,2,2,1,3,1,2,2,2,2,2,2,2,1,2,2, , , , , , ,3,1,2,2,2,2,2,1,2,2,3,3,1,2,4,2, ,1,1,1,1,1,1,2,2,2,2,1, ,1,1,6,1,2,2,1, , , , , , , , , , , , , , , , , , , ,.909624238449915
696477,9/9/2020 23:12:28,9/9/2020 23:17:45,2,1,1,2,2,3,1,2,2,2,2,1,2,2, , , , ,2,2,2,2,3,2,3,1,2,5,4,2,3,4,4,2,2,3,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,99, , ,1,1,1,2, ,1,1,1,1,1,1,4,3,3,2, , , , , ,3,1,3,3,2,4,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,2,3,2, ,1,4,4,1,1,3,2,2,2,4,2, ,2,3,1,2,3,1,1,2,1,3,3,3,1,3,2,2,2,1,1,1, ,3,3,3,1.79229711575295,1.82843749603176,1.41244595860914
696563,9/10/2020 14:22:12,9/10/2020 14:37:57,2,1,2,1,1,2,1,2,1,2,2,2,3,3,1,2,2,1, , , , ,3,1,2,3,1,1,4,4,2,1,3,2,2,3,3,1,1,1,1,1,1,1,2,1,3,2,1,2,1,2,1,2,1, , , ,99,1,1, ,1,1,1,1,1,1,1,2,3,4,3,1,2,2,2,2,2,2,1,2,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,8,3,2,1,6,2, ,1,1,1,1,1,3,12, ,3,6,2, ,2,4,1,1,4,2,1, , , , , , , , , , , , , , , , ,1, ,.186204159383834,.202693845324053
696770,9/9/2020 16:40:24,9/9/2020 16:58:36,2,1,1,2,3,1,1,2,3,3,3,3,1,2, , , , ,1,1,3,3,1,1,3,3,1,5,2,2,5,2,5,1,3, ,3,1,3,1,3,3,1,3,2,3,3,3,4, , , , , , , , , ,0,2,2,2, ,2, , , ,2,2,3,3,3, , , , , , ,2,1,1,2,2,1,1,3,2,2,2,2,1,2,2,2,2,2,2, , , , , , ,4,1,2,2,2,2,2,1,1,4,9,3,1,2,3,2, ,1,4,4,1,1,3,2,2,2,6,3,2,2,3,2,1,3,5,2, , , , , , , , , , , , , , , , ,1, ,.522829801468517,.527949575177522
697091,9/10/2020 1:42:21,9/10/2020 1:54:20,2,1,1,3,2,2,3,4,3,3,4,3,3,4,2,1,3,2, , , , ,4,1,3,4,2,5,5,5,5,5,5,1,3, ,1,3,3,3,3,3,3,4,2,4,4,4,4, , , , , , , , , ,0,4,1,2, ,1,3,2,4,2,2,4,3,4,4,3,3,3,2,1,3,2,2,2,1,3,2,4,1,2,2,2,2,2,2,2,2,2,2, , , , , , ,5,1,2,2,2,2,2,2,2,2,3,3,1,1,5,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,2,1,1,2,2, , , , , , , , , , , , , , , , ,3, ,.698045184003316,.679516405269316
697424,9/11/2020 22:20:06,9/11/2020 22:49:44,1,1,2,1,1,2,1,3,1,2,2,2,1,2, , , , ,3,3,3,3,2,1,4,3,3,1,4,4,3,1,3,2,2,3,3,1,1,99,1,1,1,1,1,1,2,2,1,3,1,1,1,1,2,3,6,10,1,1,1, ,1,1,4, , ,1,1,2,3,4,3,2,3,3,2,1,1,99,3,1,1,2,3,99,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,2,1,6,2, ,1,1,1,1,1,1,5, ,4,2,2, ,2,4,9,1,4,2,1, , , , , , , , , , , , , , , , ,1, ,.396643006613072,.436167660648927
697516,9/10/2020 1:36:49,9/11/2020 3:13:14,2,1,2,3,1,2,2,3,2,2,3,2,2,4,1,1,2,1, , , , ,3,1,2,3,2,2,2,3,2,1,3,1,3, ,1,1,1,3,1,3,3,3,2,2,3,3,2, , , , , , , , , ,0,4,2, ,2,1,2,3,1,2,2,3,3,3,3,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2, , , , , , ,3,2,2,2,1,2,1,2,1,3,7,2,2,1,6,2, ,1,1,1,1,1,3,1,2,1,2,1, ,1,1,3,1,2,2,1, , , , , , , , , , , , , , , , ,2, ,1.0934190959891,.910449946522557
697525,9/12/2020 22:21:46,9/12/2020 22:38:44,2,1,2,2,1,2,1,1,3,2,2,2,2,2, , , , ,3,3,2,3,99,99,1,2,3,5,5,3,3,5,5,1,3, ,3,3,3,3,3,3,3,2,2,2,2,2,2, , , , , , , , , ,0,2,2, ,2,1,4, , ,1,1,4,1,2,2, , , , , ,99,2,2,2,2,1,1,99,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,4,2,2,3,99, ,1,1,1,1,1,5,1,1,1,2,1, ,1,1,6,1,2,4,1, , , , , , , , , , , , , , , , ,1, ,.335384822695323,.394683715143534
697526,9/9/2020 16:59:42,9/9/2020 17:42:53,2,1,2,3,3,2,3,3,3,2,4,4,3,4,2,1,3,2, , , , ,3,1,2,3,1,5,5,5,5,5,5,1,3, ,1,3,3,3,3,3,3,4,1,4,4,3,4, , , , , , , , , ,0,4,3, ,2,1,2,1,3,2,99,3,1,4,4,3,3,2,3,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,4,2,2,1,6,2, ,1,1,1,1,1,6,1,1,1,2,1, ,1,1,9,1,1,2,1, , , , , , , , , , , , , , , , ,2, ,1.01287770442137,.930965856663776
697527,9/9/2020 16:59:39,9/9/2020 17:09:54,2,1,2,2,3,2,2,4,1,3,1,2,4,3,1,2,3,1, , , , ,3,1,3,3,1,3,4,3,2,1,3,2,2,2,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,2,10,6, ,1,2,1, ,1,1,1,2,2,1,1,3,2,3,3,2,3,2,2,2,1,1,1,2,1,2,1,4,2,2,2,2,1,2,1,2,1,2,2, , , , , , ,2,1,1,2,2,2,2,1,1,2,3,2,2,1,6,2, ,1,1,1,1,1,1,10, ,3,6,3,2,2,4,6,1,4,2,2, , , , , , , , , , , , , , , , ,2, ,.562441245553811,.546882043008781
